drug_a	drug_b	cell_line	score	fold
5-FU	MK-8669	COLO320DM	9.3980636548	0
5-FU	MK-8669	DLD1	24.5517899509	0
5-FU	MK-8669	EFM192B	20.517286961099998	0
5-FU	MK-8669	ES2	15.7050804162	0
5-FU	MK-8669	HCT116	2.5493305703	0
5-FU	MK-8669	HT144	4.9157412874	0
5-FU	MK-8669	HT29	11.8105759879	0
5-FU	MK-8669	KPL1	11.1882098652	0
5-FU	MK-8669	LNCAP	15.994093291199999	0
5-FU	MK-8669	LOVO	6.8775912152	0
5-FU	MK-8669	MDAMB436	17.4363297943	0
5-FU	MK-8669	MSTO	-34.4302498796	0
5-FU	MK-8669	NCIH1650	15.859894622899999	0
5-FU	MK-8669	NCIH2122	10.3041819135	0
5-FU	MK-8669	NCIH23	21.7378102867	0
5-FU	MK-8669	NCIH460	5.0187908405	0
5-FU	MK-8669	NCIH520	8.1541053655	0
5-FU	MK-8669	OCUBM	23.658279230300003	0
5-FU	MK-8669	OV90	9.562591922100001	0
5-FU	MK-8669	OVCAR3	6.725643869400001	0
5-FU	MK-8669	PA1	41.3012141448	0
5-FU	MK-8669	RKO	23.2541342238	0
5-FU	MK-8669	RPMI7951	27.3312274488	0
5-FU	MK-8669	SKMEL30	28.1921047119	0
5-FU	MK-8669	SKMES1	8.5169054379	0
5-FU	MK-8669	SKOV3	28.7151483289	0
5-FU	MK-8669	SW620	12.1373778076	0
5-FU	MK-8669	SW837	12.4165920546	0
5-FU	MK-8669	T47D	24.178581994	0
5-FU	MK-8669	UACC62	12.1256517911	0
5-FU	MK-8669	UWB1289BRCA1	28.3950480532	0
5-FU	MK-8669	UWB1289	25.237967822199998	0
5-FU	MK-8669	VCAP	29.6719018896	0
5-FU	MK-8669	ZR751	10.3250317023	0
5-FU	MK-8776	A2058	24.2749721777	4
5-FU	MK-8776	A2058	22.770453821100002	4
5-FU	MK-8776	A2780	9.9663216014	4
5-FU	MK-8776	A375	21.5828402766	4
5-FU	MK-8776	A375	22.6118325467	4
5-FU	MK-8776	A427	25.934552593200003	4
5-FU	MK-8776	A427	49.918972590200006	4
5-FU	MK-8776	CAOV3	58.1187865941	4
5-FU	MK-8776	CAOV3	56.088325369799996	4
5-FU	MK-8776	COLO320DM	13.1309407525	4
5-FU	MK-8776	COLO320DM	2.1207950231	4
5-FU	MK-8776	DLD1	6.408302641100001	4
5-FU	MK-8776	EFM192B	8.8129085946	4
5-FU	MK-8776	EFM192B	1.9075989742	4
5-FU	MK-8776	ES2	4.1436992486	4
5-FU	MK-8776	ES2	-25.4683762273	4
5-FU	MK-8776	HCT116	11.1077519579	4
5-FU	MK-8776	HCT116	18.7968621722	4
5-FU	MK-8776	HT144	3.3707291943	4
5-FU	MK-8776	HT29	8.3917357229	4
5-FU	MK-8776	HT29	18.4713485537	4
5-FU	MK-8776	KPL1	-1.2087696449	4
5-FU	MK-8776	LNCAP	3.6928639136	4
5-FU	MK-8776	LOVO	3.2980170463	4
5-FU	MK-8776	LOVO	3.9605277538999997	4
5-FU	MK-8776	MDAMB436	43.3548506205	4
5-FU	MK-8776	MSTO	-28.691350357399998	4
5-FU	MK-8776	NCIH1650	10.2868775972	4
5-FU	MK-8776	NCIH1650	17.7949088146	4
5-FU	MK-8776	NCIH2122	3.0637023563	4
5-FU	MK-8776	NCIH2122	22.2132492117	4
5-FU	MK-8776	NCIH23	2.9641513779000004	4
5-FU	MK-8776	NCIH23	-0.0519902509	4
5-FU	MK-8776	NCIH460	24.846056852100002	4
5-FU	MK-8776	NCIH520	18.3059071731	4
5-FU	MK-8776	OCUBM	58.84964574399999	4
5-FU	MK-8776	OV90	3.1552001791000004	4
5-FU	MK-8776	OVCAR3	10.1051317429	4
5-FU	MK-8776	PA1	1.3643884413999998	4
5-FU	MK-8776	PA1	16.3745761576	4
5-FU	MK-8776	RKO	18.4228588221	4
5-FU	MK-8776	RPMI7951	4.9236207844	4
5-FU	MK-8776	SKMEL30	-81.4412836641	4
5-FU	MK-8776	SKMES1	16.9849025523	4
5-FU	MK-8776	SKOV3	5.559655014	4
5-FU	MK-8776	SW620	9.5450615789	4
5-FU	MK-8776	SW620	4.9519582994	4
5-FU	MK-8776	SW837	-20.5265828587	4
5-FU	MK-8776	T47D	2.4581985545	4
5-FU	MK-8776	UACC62	6.6260817062	4
5-FU	MK-8776	UWB1289BRCA1	-11.1515638625	4
5-FU	MK-8776	UWB1289	-7.7301677459	4
5-FU	MK-8776	VCAP	10.868914741	4
5-FU	MK-8776	ZR751	-0.4083073108	4
5-FU	PD325901	A2058	2.2648345474	0
5-FU	PD325901	A2780	24.6101491603	0
5-FU	PD325901	A375	-1.7928723116999998	0
5-FU	PD325901	A427	16.5185276264	0
5-FU	PD325901	CAOV3	-1.1278026191	0
5-FU	PD325901	COLO320DM	3.6824831827	0
5-FU	PD325901	DLD1	18.458625903199998	0
5-FU	PD325901	EFM192B	-3.0348942445	0
5-FU	PD325901	ES2	2.8147383704	0
5-FU	PD325901	HCT116	18.3212116826	0
5-FU	PD325901	HT144	9.118873978	0
5-FU	PD325901	HT29	3.1505895344	0
5-FU	PD325901	KPL1	-6.3450322174	0
5-FU	PD325901	LNCAP	1.6456703382	0
5-FU	PD325901	LOVO	-6.245195085700001	0
5-FU	PD325901	MDAMB436	9.3580687088	0
5-FU	PD325901	MSTO	22.0330269023	0
5-FU	PD325901	NCIH1650	4.3253730787	0
5-FU	PD325901	NCIH2122	3.0974502826999997	0
5-FU	PD325901	NCIH23	4.2627084216	0
5-FU	PD325901	NCIH460	16.3321845736	0
5-FU	PD325901	NCIH520	-1.1429154637999999	0
5-FU	PD325901	OCUBM	16.9153205509	0
5-FU	PD325901	OV90	-6.5669900061	0
5-FU	PD325901	OVCAR3	24.6866031908	0
5-FU	PD325901	PA1	8.064259630499999	0
5-FU	PD325901	RKO	9.445147693	0
5-FU	PD325901	RPMI7951	0.6327841094	0
5-FU	PD325901	SKMEL30	-144.401654641	0
5-FU	PD325901	SKMES1	-5.4245533988	0
5-FU	PD325901	SKOV3	2.8529330664	0
5-FU	PD325901	SW620	2.3472546751	0
5-FU	PD325901	SW837	0.9460961281999999	0
5-FU	PD325901	T47D	46.996579565699996	0
5-FU	PD325901	UACC62	-3.4432324072000005	0
5-FU	PD325901	UWB1289BRCA1	18.943717587200002	0
5-FU	PD325901	UWB1289	19.8082797454	0
5-FU	PD325901	VCAP	11.4350299448	0
5-FU	PD325901	ZR751	-7.0184742351	0
5-FU	SORAFENIB	A2058	1.4874561766999999	2
5-FU	SORAFENIB	A2780	2.0773183621999998	2
5-FU	SORAFENIB	A375	1.3124466837	2
5-FU	SORAFENIB	A427	2.8662195694999997	2
5-FU	SORAFENIB	CAOV3	-16.672203421400003	2
5-FU	SORAFENIB	COLO320DM	3.4073460612	2
5-FU	SORAFENIB	DLD1	6.3205105557	2
5-FU	SORAFENIB	EFM192B	-9.0221492067	2
5-FU	SORAFENIB	ES2	0.126680077	2
5-FU	SORAFENIB	HCT116	-1.9550253911000002	2
5-FU	SORAFENIB	HT144	4.4595025987	2
5-FU	SORAFENIB	HT29	-3.5516108333	2
5-FU	SORAFENIB	KPL1	-5.0462835751999995	2
5-FU	SORAFENIB	LNCAP	-13.390346152200001	2
5-FU	SORAFENIB	LOVO	-13.8153437725	2
5-FU	SORAFENIB	MDAMB436	-4.3043170757	2
5-FU	SORAFENIB	MSTO	-13.503513843699999	2
5-FU	SORAFENIB	NCIH1650	-2.5001498347999997	2
5-FU	SORAFENIB	NCIH2122	-3.7688232307	2
5-FU	SORAFENIB	NCIH23	-1.2868109975	2
5-FU	SORAFENIB	NCIH460	-0.8956375394	2
5-FU	SORAFENIB	NCIH520	5.28680143	2
5-FU	SORAFENIB	OCUBM	1.3100945136	2
5-FU	SORAFENIB	OV90	2.4168372005000003	2
5-FU	SORAFENIB	OVCAR3	-18.315474212999998	2
5-FU	SORAFENIB	PA1	4.9572824935	2
5-FU	SORAFENIB	RKO	1.8835839134	2
5-FU	SORAFENIB	RPMI7951	-5.0414726511	2
5-FU	SORAFENIB	SKMEL30	2.1200282831	2
5-FU	SORAFENIB	SKMES1	0.2851544499	2
5-FU	SORAFENIB	SKOV3	10.236335902	2
5-FU	SORAFENIB	SW620	0.5741526967	2
5-FU	SORAFENIB	SW837	-8.6089625102	2
5-FU	SORAFENIB	T47D	-4.531377558	2
5-FU	SORAFENIB	UACC62	0.3264493142	2
5-FU	SORAFENIB	UWB1289BRCA1	3.500369213	2
5-FU	SORAFENIB	UWB1289	1.8562044005	2
5-FU	SORAFENIB	VCAP	1.4443077438999998	2
5-FU	SORAFENIB	ZR751	-11.361792658599999	2
5-FU	SUNITINIB	A2058	9.6216201263	3
5-FU	SUNITINIB	A2780	9.7009863748	3
5-FU	SUNITINIB	A375	7.351048596900001	3
5-FU	SUNITINIB	A427	8.2107055043	3
5-FU	SUNITINIB	CAOV3	5.0921362527	3
5-FU	SUNITINIB	COLO320DM	14.823024263699999	3
5-FU	SUNITINIB	DLD1	10.9052610933	3
5-FU	SUNITINIB	EFM192B	-3.1959366602999997	3
5-FU	SUNITINIB	ES2	14.4138207528	3
5-FU	SUNITINIB	HCT116	7.3327834929	3
5-FU	SUNITINIB	HT144	4.6773891182	3
5-FU	SUNITINIB	HT29	3.3790463977	3
5-FU	SUNITINIB	KPL1	7.2294877967	3
5-FU	SUNITINIB	LNCAP	-6.200837303099999	3
5-FU	SUNITINIB	LOVO	2.0823101764	3
5-FU	SUNITINIB	MDAMB436	5.231389264700001	3
5-FU	SUNITINIB	MSTO	-19.193372644	3
5-FU	SUNITINIB	NCIH1650	4.374037921	3
5-FU	SUNITINIB	NCIH2122	5.838627875399999	3
5-FU	SUNITINIB	NCIH23	3.1416706675	3
5-FU	SUNITINIB	NCIH460	7.1293241074	3
5-FU	SUNITINIB	NCIH520	5.8103410824	3
5-FU	SUNITINIB	OCUBM	8.9984658495	3
5-FU	SUNITINIB	OV90	3.664358548	3
5-FU	SUNITINIB	OVCAR3	7.236478142	3
5-FU	SUNITINIB	PA1	12.4562519941	3
5-FU	SUNITINIB	RKO	7.996355114400001	3
5-FU	SUNITINIB	RPMI7951	-1.3432610887	3
5-FU	SUNITINIB	SKMEL30	3.6671652339	3
5-FU	SUNITINIB	SKMES1	11.9026148133	3
5-FU	SUNITINIB	SKOV3	18.264384797	3
5-FU	SUNITINIB	SW620	6.8594980389	3
5-FU	SUNITINIB	SW837	-4.9018368368	3
5-FU	SUNITINIB	T47D	8.9411543323	3
5-FU	SUNITINIB	UACC62	8.795687473300001	3
5-FU	SUNITINIB	UWB1289BRCA1	11.791111127999999	3
5-FU	SUNITINIB	UWB1289	9.5055258835	3
5-FU	SUNITINIB	VCAP	12.4837989607	3
5-FU	SUNITINIB	ZR751	6.1696274325	3
5-FU	TEMOZOLOMIDE	A2058	2.7743689839999996	0
5-FU	TEMOZOLOMIDE	A2780	-0.6043528353000001	0
5-FU	TEMOZOLOMIDE	A375	-15.9833359407	0
5-FU	TEMOZOLOMIDE	A427	18.3610194111	0
5-FU	TEMOZOLOMIDE	CAOV3	-35.660634073699995	0
5-FU	TEMOZOLOMIDE	COLO320DM	8.6226783013	0
5-FU	TEMOZOLOMIDE	DLD1	-4.7534220534	0
5-FU	TEMOZOLOMIDE	EFM192B	-39.7171613043	0
5-FU	TEMOZOLOMIDE	ES2	3.4256071332999998	0
5-FU	TEMOZOLOMIDE	HCT116	-15.6630918406	0
5-FU	TEMOZOLOMIDE	HT144	-24.2865179978	0
5-FU	TEMOZOLOMIDE	HT29	-13.1781205798	0
5-FU	TEMOZOLOMIDE	KPL1	-32.0355147382	0
5-FU	TEMOZOLOMIDE	LNCAP	-16.146086333299998	0
5-FU	TEMOZOLOMIDE	LOVO	-17.9661402898	0
5-FU	TEMOZOLOMIDE	MDAMB436	7.5465251368	0
5-FU	TEMOZOLOMIDE	MSTO	-8.452318031799999	0
5-FU	TEMOZOLOMIDE	NCIH1650	-16.1361150349	0
5-FU	TEMOZOLOMIDE	NCIH2122	-4.9764338356	0
5-FU	TEMOZOLOMIDE	NCIH23	-22.4185818942	0
5-FU	TEMOZOLOMIDE	NCIH460	-23.411053809200002	0
5-FU	TEMOZOLOMIDE	NCIH520	2.0155138901	0
5-FU	TEMOZOLOMIDE	OCUBM	-15.1214011523	0
5-FU	TEMOZOLOMIDE	OV90	-8.7345776972	0
5-FU	TEMOZOLOMIDE	OVCAR3	4.253257415299999	0
5-FU	TEMOZOLOMIDE	PA1	5.8859268402	0
5-FU	TEMOZOLOMIDE	RKO	-9.323430375700001	0
5-FU	TEMOZOLOMIDE	RPMI7951	0.4705453494	0
5-FU	TEMOZOLOMIDE	SKMEL30	-55.965777096800004	0
5-FU	TEMOZOLOMIDE	SKMES1	5.0475400042	0
5-FU	TEMOZOLOMIDE	SKOV3	-4.0214911175	0
5-FU	TEMOZOLOMIDE	SW620	4.8401732759	0
5-FU	TEMOZOLOMIDE	SW837	-44.6178967978	0
5-FU	TEMOZOLOMIDE	T47D	-31.4891658645	0
5-FU	TEMOZOLOMIDE	UACC62	-11.968624433699999	0
5-FU	TEMOZOLOMIDE	UWB1289BRCA1	15.8367524097	0
5-FU	TEMOZOLOMIDE	UWB1289	17.2143034977	0
5-FU	TEMOZOLOMIDE	VCAP	-2.7295163788	0
5-FU	TEMOZOLOMIDE	ZR751	-51.9886204389	0
5-FU	ZOLINZA	A2058	-5.508119589400001	2
5-FU	ZOLINZA	A2780	-3.8484012734	2
5-FU	ZOLINZA	A375	0.369467134	2
5-FU	ZOLINZA	A427	-31.946929551100002	2
5-FU	ZOLINZA	CAOV3	-3.5185375031	2
5-FU	ZOLINZA	COLO320DM	5.375445156900001	2
5-FU	ZOLINZA	DLD1	0.0498056708	2
5-FU	ZOLINZA	EFM192B	0.24869412829999998	2
5-FU	ZOLINZA	ES2	-1.6898167611000001	2
5-FU	ZOLINZA	HCT116	-8.735905545	2
5-FU	ZOLINZA	HT144	-4.394725665899999	2
5-FU	ZOLINZA	HT29	-1.4276838904	2
5-FU	ZOLINZA	KPL1	-4.3433848339	2
5-FU	ZOLINZA	LNCAP	7.7488785092	2
5-FU	ZOLINZA	LOVO	-8.3980484627	2
5-FU	ZOLINZA	MDAMB436	4.8604421398	2
5-FU	ZOLINZA	MSTO	9.2448605449	2
5-FU	ZOLINZA	NCIH1650	0.6313037721	2
5-FU	ZOLINZA	NCIH2122	10.6562695753	2
5-FU	ZOLINZA	NCIH23	-15.105676358599998	2
5-FU	ZOLINZA	NCIH460	7.0572183288999994	2
5-FU	ZOLINZA	NCIH520	-7.7029527708000005	2
5-FU	ZOLINZA	OCUBM	-7.8034975342	2
5-FU	ZOLINZA	OV90	-0.2102682387	2
5-FU	ZOLINZA	OVCAR3	3.6178868253	2
5-FU	ZOLINZA	PA1	-2.2468805096	2
5-FU	ZOLINZA	RKO	11.048340688800002	2
5-FU	ZOLINZA	RPMI7951	-0.2406381746	2
5-FU	ZOLINZA	SKMEL30	-4.8803976276	2
5-FU	ZOLINZA	SKMES1	14.0621636356	2
5-FU	ZOLINZA	SKOV3	5.7029550682000005	2
5-FU	ZOLINZA	SW620	-17.2280051562	2
5-FU	ZOLINZA	SW837	-3.532158377	2
5-FU	ZOLINZA	T47D	7.5300079477	2
5-FU	ZOLINZA	UACC62	3.9324234508	2
5-FU	ZOLINZA	UWB1289BRCA1	7.8312895709	2
5-FU	ZOLINZA	UWB1289	-0.548894112	2
5-FU	ZOLINZA	VCAP	22.995655908299998	2
5-FU	ZOLINZA	ZR751	-20.6775127639	2
ABT-888	BEZ-235	A2058	24.070971475300002	3
ABT-888	BEZ-235	A2780	29.4397143108	3
ABT-888	BEZ-235	A375	26.7770275075	3
ABT-888	BEZ-235	A427	14.1678283427	3
ABT-888	BEZ-235	CAOV3	48.319969096099996	3
ABT-888	BEZ-235	COLO320DM	23.5528962067	3
ABT-888	BEZ-235	DLD1	15.792463776199998	3
ABT-888	BEZ-235	EFM192B	24.8345693726	3
ABT-888	BEZ-235	ES2	12.5176900562	3
ABT-888	BEZ-235	HCT116	18.262930719	3
ABT-888	BEZ-235	HT144	19.9080663158	3
ABT-888	BEZ-235	HT29	24.1457708743	3
ABT-888	BEZ-235	KPL1	29.124562955300004	3
ABT-888	BEZ-235	LNCAP	78.7040828052	3
ABT-888	BEZ-235	LOVO	19.4453474229	3
ABT-888	BEZ-235	MDAMB436	24.1173731279	3
ABT-888	BEZ-235	MSTO	42.0061506475	3
ABT-888	BEZ-235	NCIH1650	14.775141955699999	3
ABT-888	BEZ-235	NCIH2122	19.4110951432	3
ABT-888	BEZ-235	NCIH23	4.1014188757	3
ABT-888	BEZ-235	NCIH460	18.1007010567	3
ABT-888	BEZ-235	NCIH520	24.9807546121	3
ABT-888	BEZ-235	OCUBM	28.4905172923	3
ABT-888	BEZ-235	OV90	16.978958509	3
ABT-888	BEZ-235	OVCAR3	21.713052045799998	3
ABT-888	BEZ-235	PA1	26.4169653079	3
ABT-888	BEZ-235	RKO	14.5377525408	3
ABT-888	BEZ-235	RPMI7951	27.956885689099998	3
ABT-888	BEZ-235	SKMEL30	29.522760917600003	3
ABT-888	BEZ-235	SKMES1	19.5913346773	3
ABT-888	BEZ-235	SKOV3	6.3798751869000005	3
ABT-888	BEZ-235	SW620	17.5929650504	3
ABT-888	BEZ-235	SW837	23.2895991148	3
ABT-888	BEZ-235	T47D	117.0012792555	3
ABT-888	BEZ-235	UACC62	19.8343063949	3
ABT-888	BEZ-235	UWB1289BRCA1	29.6378931798	3
ABT-888	BEZ-235	UWB1289	32.0676655628	3
ABT-888	BEZ-235	VCAP	18.574248117899998	3
ABT-888	BEZ-235	ZR751	27.4259294397	3
ABT-888	DINACICLIB	A2058	11.1487216398	4
ABT-888	DINACICLIB	A2780	5.3834429122000005	4
ABT-888	DINACICLIB	A375	3.9088070938999997	4
ABT-888	DINACICLIB	A427	4.7003961752	4
ABT-888	DINACICLIB	CAOV3	8.436597287	4
ABT-888	DINACICLIB	COLO320DM	4.9207349958	4
ABT-888	DINACICLIB	DLD1	4.088199169	4
ABT-888	DINACICLIB	EFM192B	10.9676493929	4
ABT-888	DINACICLIB	ES2	5.5494408570000004	4
ABT-888	DINACICLIB	HCT116	4.9726050839	4
ABT-888	DINACICLIB	HT144	-1.2941638575	4
ABT-888	DINACICLIB	HT29	6.9534069222	4
ABT-888	DINACICLIB	KPL1	16.0293076172	4
ABT-888	DINACICLIB	LNCAP	44.9301773284	4
ABT-888	DINACICLIB	LOVO	5.1740033272	4
ABT-888	DINACICLIB	MDAMB436	6.447414255700001	4
ABT-888	DINACICLIB	MSTO	9.601188954	4
ABT-888	DINACICLIB	NCIH1650	9.4219365704	4
ABT-888	DINACICLIB	NCIH2122	11.6745397309	4
ABT-888	DINACICLIB	NCIH23	11.9707676506	4
ABT-888	DINACICLIB	NCIH460	5.614266478999999	4
ABT-888	DINACICLIB	NCIH520	0.0562532534	4
ABT-888	DINACICLIB	OCUBM	11.2634714899	4
ABT-888	DINACICLIB	OV90	-7.962884871	4
ABT-888	DINACICLIB	OVCAR3	17.2772056114	4
ABT-888	DINACICLIB	PA1	4.6927540267	4
ABT-888	DINACICLIB	RKO	7.513779684099999	4
ABT-888	DINACICLIB	RPMI7951	18.1691611882	4
ABT-888	DINACICLIB	SKMEL30	7.3363541735	4
ABT-888	DINACICLIB	SKMES1	14.398926503299998	4
ABT-888	DINACICLIB	SKOV3	5.2268356505	4
ABT-888	DINACICLIB	SW620	1.2472249313	4
ABT-888	DINACICLIB	SW837	-5.3892419402	4
ABT-888	DINACICLIB	T47D	-24.155950645900003	4
ABT-888	DINACICLIB	UACC62	3.6130085016000004	4
ABT-888	DINACICLIB	UWB1289BRCA1	7.397744958500001	4
ABT-888	DINACICLIB	UWB1289	8.2696066743	4
ABT-888	DINACICLIB	VCAP	10.3203322274	4
ABT-888	DINACICLIB	ZR751	-9.2852862513	4
ABT-888	GELDANAMYCIN	A2058	22.669720815300003	3
ABT-888	GELDANAMYCIN	A2780	11.0932315467	3
ABT-888	GELDANAMYCIN	A375	11.680039266300001	3
ABT-888	GELDANAMYCIN	A427	7.5162366622	3
ABT-888	GELDANAMYCIN	CAOV3	16.7029632959	3
ABT-888	GELDANAMYCIN	COLO320DM	0.48637996229999997	3
ABT-888	GELDANAMYCIN	DLD1	3.9781834763	3
ABT-888	GELDANAMYCIN	EFM192B	11.404828249000001	3
ABT-888	GELDANAMYCIN	ES2	0.3378827318	3
ABT-888	GELDANAMYCIN	HCT116	22.9721630249	3
ABT-888	GELDANAMYCIN	HT144	2.9857613764999997	3
ABT-888	GELDANAMYCIN	HT29	-4.7829814672	3
ABT-888	GELDANAMYCIN	KPL1	15.3235604778	3
ABT-888	GELDANAMYCIN	LNCAP	26.088464068	3
ABT-888	GELDANAMYCIN	LOVO	13.068139371900001	3
ABT-888	GELDANAMYCIN	MDAMB436	17.350340911300002	3
ABT-888	GELDANAMYCIN	MSTO	16.3961454953	3
ABT-888	GELDANAMYCIN	NCIH1650	-5.2618064532	3
ABT-888	GELDANAMYCIN	NCIH2122	6.8779780685	3
ABT-888	GELDANAMYCIN	NCIH23	-6.233105646399999	3
ABT-888	GELDANAMYCIN	NCIH460	-2.126961774	3
ABT-888	GELDANAMYCIN	NCIH520	-1.9574988266	3
ABT-888	GELDANAMYCIN	OCUBM	31.717628869499997	3
ABT-888	GELDANAMYCIN	OV90	-8.587738631	3
ABT-888	GELDANAMYCIN	OVCAR3	20.4895540304	3
ABT-888	GELDANAMYCIN	PA1	10.5451213535	3
ABT-888	GELDANAMYCIN	RKO	33.8314776801	3
ABT-888	GELDANAMYCIN	RPMI7951	0.6465689579	3
ABT-888	GELDANAMYCIN	SKMEL30	30.3418934313	3
ABT-888	GELDANAMYCIN	SKMES1	7.8085166783	3
ABT-888	GELDANAMYCIN	SKOV3	-10.7465625575	3
ABT-888	GELDANAMYCIN	SW620	-15.0026455024	3
ABT-888	GELDANAMYCIN	SW837	6.088914754199999	3
ABT-888	GELDANAMYCIN	T47D	-27.2538174851	3
ABT-888	GELDANAMYCIN	UACC62	4.1728440759	3
ABT-888	GELDANAMYCIN	UWB1289BRCA1	-31.4706221142	3
ABT-888	GELDANAMYCIN	UWB1289	-14.3043912007	3
ABT-888	GELDANAMYCIN	VCAP	10.280903475599999	3
ABT-888	GELDANAMYCIN	ZR751	-17.080157941	3
ABT-888	MK-8669	A2058	24.7600060155	1
ABT-888	MK-8669	A2780	6.3782342163	1
ABT-888	MK-8669	A375	0.8770548695999999	1
ABT-888	MK-8669	A427	0.8055995803	1
ABT-888	MK-8669	CAOV3	21.2772500899	1
ABT-888	MK-8669	COLO320DM	-5.4884612382	1
ABT-888	MK-8669	DLD1	4.24027097	1
ABT-888	MK-8669	EFM192B	30.331804913000003	1
ABT-888	MK-8669	ES2	-1.2805993886	1
ABT-888	MK-8669	HCT116	-5.4541171375	1
ABT-888	MK-8669	HT144	-6.7340915687	1
ABT-888	MK-8669	HT29	5.0791192637	1
ABT-888	MK-8669	KPL1	41.599510471900004	1
ABT-888	MK-8669	LNCAP	-1.7733722447	1
ABT-888	MK-8669	LOVO	6.9283136783	1
ABT-888	MK-8669	MDAMB436	6.9850269241	1
ABT-888	MK-8669	MSTO	75.5280528049	1
ABT-888	MK-8669	NCIH1650	-9.1676625012	1
ABT-888	MK-8669	NCIH2122	7.5032078751	1
ABT-888	MK-8669	NCIH23	10.1025804599	1
ABT-888	MK-8669	NCIH460	-7.2578952444	1
ABT-888	MK-8669	NCIH520	13.2649049368	1
ABT-888	MK-8669	OCUBM	10.1229095088	1
ABT-888	MK-8669	OV90	-0.7602999066	1
ABT-888	MK-8669	OVCAR3	14.2399767828	1
ABT-888	MK-8669	PA1	5.0123484771	1
ABT-888	MK-8669	RKO	3.3465666885000003	1
ABT-888	MK-8669	RPMI7951	12.773633885999999	1
ABT-888	MK-8669	SKMEL30	-0.26586475260000003	1
ABT-888	MK-8669	SKMES1	9.0262819956	1
ABT-888	MK-8669	SKOV3	7.7160813864	1
ABT-888	MK-8669	SW620	1.0165238754	1
ABT-888	MK-8669	SW837	-16.0112202114	1
ABT-888	MK-8669	T47D	16.0705422046	1
ABT-888	MK-8669	UACC62	4.0469844432999995	1
ABT-888	MK-8669	UWB1289BRCA1	15.174704608299999	1
ABT-888	MK-8669	UWB1289	23.352408726100002	1
ABT-888	MK-8669	VCAP	-2.5656413442	1
ABT-888	MK-8669	ZR751	-1.645029592	1
ABT-888	MK-8776	A2058	15.4587203955	4
ABT-888	MK-8776	A2780	8.0044216366	4
ABT-888	MK-8776	A375	1.3946229303	4
ABT-888	MK-8776	A427	-4.8831832358	4
ABT-888	MK-8776	CAOV3	9.641087937	4
ABT-888	MK-8776	COLO320DM	7.7577087959	4
ABT-888	MK-8776	DLD1	1.5419917397999998	4
ABT-888	MK-8776	EFM192B	-2.9596918436	4
ABT-888	MK-8776	ES2	-17.1720236244	4
ABT-888	MK-8776	HCT116	3.6021401132	4
ABT-888	MK-8776	HT144	-51.2198803715	4
ABT-888	MK-8776	HT29	-1.9575887316999998	4
ABT-888	MK-8776	KPL1	1.3440625253999998	4
ABT-888	MK-8776	LNCAP	-40.5994196014	4
ABT-888	MK-8776	LOVO	1.0669122944	4
ABT-888	MK-8776	MDAMB436	9.0264111901	4
ABT-888	MK-8776	MSTO	10.662503210499999	4
ABT-888	MK-8776	NCIH1650	-3.2639424966000004	4
ABT-888	MK-8776	NCIH2122	-7.600734918500001	4
ABT-888	MK-8776	NCIH23	-7.794220194099999	4
ABT-888	MK-8776	NCIH460	-0.2963538419	4
ABT-888	MK-8776	NCIH520	-2.5546775303	4
ABT-888	MK-8776	OCUBM	12.818050378499999	4
ABT-888	MK-8776	OV90	0.6173088853	4
ABT-888	MK-8776	OVCAR3	1.978586679	4
ABT-888	MK-8776	PA1	7.4395745103	4
ABT-888	MK-8776	RKO	-0.0172287476	4
ABT-888	MK-8776	RPMI7951	-0.9447617693000001	4
ABT-888	MK-8776	SKMEL30	-2.3211651128	4
ABT-888	MK-8776	SKMES1	-1.4086040537	4
ABT-888	MK-8776	SKOV3	1.2940699051	4
ABT-888	MK-8776	SW620	0.0625902461	4
ABT-888	MK-8776	SW837	-85.5323370086	4
ABT-888	MK-8776	T47D	6.120087825900001	4
ABT-888	MK-8776	UACC62	1.0604569664	4
ABT-888	MK-8776	UWB1289BRCA1	-31.4103634965	4
ABT-888	MK-8776	UWB1289	-30.3639573629	4
ABT-888	MK-8776	VCAP	-9.269693283099999	4
ABT-888	MK-8776	ZR751	-32.47762672	4
ABT-888	OXALIPLATIN	A2058	4.9360377328	4
ABT-888	OXALIPLATIN	A2780	-3.3864397912	4
ABT-888	OXALIPLATIN	A375	-9.9987753767	4
ABT-888	OXALIPLATIN	A427	-18.9159158617	4
ABT-888	OXALIPLATIN	CAOV3	0.40505055310000004	4
ABT-888	OXALIPLATIN	COLO320DM	3.9699093101	4
ABT-888	OXALIPLATIN	DLD1	-6.6188508609	4
ABT-888	OXALIPLATIN	EFM192B	0.24503868899999998	4
ABT-888	OXALIPLATIN	ES2	-16.8221313331	4
ABT-888	OXALIPLATIN	HCT116	9.342015849600001	4
ABT-888	OXALIPLATIN	HT144	-25.6565512646	4
ABT-888	OXALIPLATIN	HT29	-6.3173057667	4
ABT-888	OXALIPLATIN	KPL1	5.9714952611	4
ABT-888	OXALIPLATIN	LNCAP	-27.214380057399996	4
ABT-888	OXALIPLATIN	LOVO	-22.774476683699998	4
ABT-888	OXALIPLATIN	MDAMB436	-6.533292445700001	4
ABT-888	OXALIPLATIN	MSTO	10.5228098079	4
ABT-888	OXALIPLATIN	NCIH1650	-17.3877823501	4
ABT-888	OXALIPLATIN	NCIH2122	0.0764558249	4
